denomination,number_mp,num_observations,osc_epoch,semi_major_axis,eccentricity,inclination,long_asc_node,arg_perihelion,mean_anomaly,x_au,y_au,z_au,vx_au_day,vy_au_day,vz_au_day,heliocentric_distance_au,velocity_magnitude_au_day
ethel,2032,511,2224.0,3.0683550152213925,0.12962446212895046,0.026429198087468242,0.525555400168054,-1.1286188320541424,2.8729280845174876,-2.3758176594162483,2.264548426149861,1.0786232985837305,-0.00646105190234227,-0.005261389988892913,-0.002331123204861167,3.454868643728667,0.008652257029019967
sadako,7616,511,2126.0,2.9978879539529477,0.11196193352620001,0.16389965162954567,4.089750445092258,2.509152033249067,-1.6305789189528623,0.0897359206039634,-2.9087726017395665,-0.9285908702486694,0.009567687222516733,0.0009025181876142372,0.0016368060301255067,3.0547162860708665,0.009748554346524394
grahamryder,5479,510,2167.0,2.5759117127569793,0.21873232412335197,0.2347439127436326,3.5009308935101213,2.185468844035352,2.7701706350368354,-2.0449609067215793,2.3312940180853747,0.2747021491537427,-0.006869659322360072,-0.005064839119012041,-0.0015419926862857182,3.1132391780153803,0.008673093793527311
szilard,38442,510,2164.0,2.901373390001634,0.07637301819666929,0.015622078434169406,5.622005430917968,-0.03780022224758075,2.7074738336944635,-1.47996716288962,2.496673858210309,1.103651656856137,-0.008405939009742146,-0.0038319996715386255,-0.001806179164427119,3.105113546584665,0.009413092759140726
fabre,1649,510,2193.0,3.0212761725562993,0.045406653308384844,0.188843608092099,2.539051539026782,0.17830637416999695,2.268776749749722,1.0589430766134462,-2.8036953060342737,-0.8416273818670327,0.00907548632703895,0.0031260429301122826,-0.0001950462169130859,3.1129414479707975,0.009600762443676442
penthesilea,271,510,2234.0,3.00334943220771,0.1036042719485386,0.06177646573552997,5.85329496401353,1.0192466268002804,-2.585880132876474,-1.6363781013496568,-2.516763430068582,-1.3105881078067945,0.008066309542046814,-0.0037824814225427225,-0.0016665612566468758,3.275587373560943,0.0090636605056761
benferinga,12655,510,2193.0,3.0394569565781073,0.10319569876180647,0.2046407165865658,2.653639782122636,2.000414283237305,3.0348908824440413,0.4552800257704209,3.2443728887091976,0.7073320326550369,-0.00876464961613583,0.0010797696864896168,0.0011113707924975107,3.3516494368111776,0.008900569111461826
boyce,2611,510,2228.0,3.0388983945841384,0.057716619431858296,0.058034183618348445,1.2585533521867331,2.4821809094427114,-2.3930406805360933,0.9302669941178616,2.7810319276724473,1.2086516499498667,-0.009112900358145075,0.0020052264280192287,0.001465670565484384,3.1718092745316744,0.00944532033186989
chamisso,24711,509,2195.0,2.3078200650011147,0.21881239215518827,0.05066550747053378,5.115573635043426,-0.31123142295202005,0.34065735771083183,1.0851069538628058,-1.382068084604789,-0.5765047544959844,0.011907112694126233,0.006181106223548993,0.0034378009721414632,1.8493044702701182,0.01384932786749866
hermitage,4758,509,2161.0,3.2194702447113497,0.1704861226606117,0.028320490722876457,1.0560925718971435,-1.2746614653637285,-3.086589100053807,-3.7062940285001966,0.5747777217975448,0.3589906635499997,-0.001373635663524798,-0.0072672648315010345,-0.0032347273965023984,3.767739262699459,0.008072389633619165
komatsusakyo,6983,507,2309.0,3.2145016840642304,0.126127498162843,0.13584113599833447,1.9220135166881207,-2.2737301674311716,1.0196839755189533,1.8690515435008939,2.3192761003331115,0.6223320635751493,-0.007119180732877533,0.006349644682106535,0.003381225705054526,3.0429742850035955,0.010120939144412438
stirling,30445,507,2195.0,2.696665479382871,0.15104960561749253,0.21031182768896173,5.017457465123801,-1.2729905953463525,-2.039183776754607,0.30018677761254187,2.561133976145579,1.3795674445654789,-0.009429861617289752,0.0006927121398196977,-0.0017979573822129232,2.9245043476332175,0.009624696929157926
mitsunori,11079,507,2236.0,2.625302674048028,0.2009767500738429,0.24303036875580375,2.037427341984102,-1.269423134401861,-2.65967404871527,-1.3498652953997516,-2.7510908833919534,-0.5342771127524295,0.007986158787073577,-0.002607264333632978,-0.00263931498268821,3.1106413161304935,0.008805824382511247
duccio,11621,507,2202.0,3.200393995603785,0.11674808347623826,0.20218336067104237,5.833790625302505,0.5133964465226417,1.8806954565507186,-1.8664961642766056,2.397752400770594,1.4143045808305106,-0.008078132370857468,-0.0031620674637602196,-0.002977100500661163,3.3516088605352796,0.009171587683574924
jackson,2193,506,2196.0,3.105399707181506,0.074071229876066,0.2040128996740449,0.6389516166360316,-2.330810196521022,1.9683908493990803,2.935865989202761,1.238349661592864,0.3747247844857121,-0.0030524916617730427,0.007297694132604711,0.005157772389115106,3.2083075998152877,0.0094433395055015
caracol,12557,506,2203.0,3.157155509668461,0.0044098745086344725,0.08416795230088892,3.9772396576631284,-1.5698491148922886,-1.769835427185206,2.5536488377862625,1.6852454358337854,0.7900752531005227,-0.005699003022290163,0.007450096645524391,0.0023617993057707736,3.1599673212372927,0.009672676539431343
cecilgreen,4058,506,2162.0,3.0117022830150897,0.09565252882635909,0.18823796489815647,1.0795294349631774,-1.91488582912788,2.8356765395620562,-1.4797788536148775,2.4515577490259473,1.6170947655407382,-0.008038485720208783,-0.004076349685534957,-0.0006888524839958053,3.2885979281685054,0.009039269725894269
