source_id,ra,dec,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,radial_velocity,l,b,distance_pc,bp_rp
3017360936587007616,83.84542669572079,-5.41605398038709,2.972799901742141,0.21355945,1.0893145333198933,2.3939191766875507,5.0018144,4.963159,4.967601,,209.0484637361661,-19.372156803580477,336.38321886850605,-0.004441738
3119997254659748224,96.81497072317683,-0.2760246048067104,5.038705204129481,0.08681752,1.6248722709609131,-5.21600825848641,5.092557,5.8078513,4.2819223,38.59881,210.41410692480838,-5.503828654239311,198.46368451570615,1.525929
3356702213833773440,96.36738116624356,14.721972487527895,1.354431115836823,0.08765188,-2.4981768026068267,-4.449643833715991,5.129608,6.4762673,4.009904,,196.90535767865813,1.06316338688458,738.3173557572613,2.4663634
3124311910086822912,96.83501596960919,2.9083458645930316,10.764713542917818,0.0650452,-43.751108170931275,13.051937890658229,5.2610693,5.7818937,4.5914626,52.549458,207.58526180919856,-4.022648561262771,92.89610875506364,1.1904311
3018839092527305856,87.84159865765803,-7.518005977890474,3.1604844421369327,0.13327934,0.039515923249956134,-0.6631057375582406,5.3076434,5.2013254,5.4889264,,212.89033337872132,-16.755706346638355,316.4071895648564,-0.287601
3139024715696867200,109.84320642925223,2.740634861156608,4.421493025143089,0.18911566,-4.550766199506077,-9.271932586140641,5.5929146,6.128537,4.912652,30.235012,213.67296926937254,7.463258667552673,226.1679469612276,1.2158852
3021524580959406592,93.47589357153039,-3.741276780293853,9.834259625942972,0.08220124,-18.239245603077343,21.217524119915527,5.6024036,6.05323,4.9667144,51.920944,211.99422619058396,-10.05252273420091,101.68533657195506,1.0865154
2939990257545339776,97.54926885631255,-19.214985527423007,3.11338709328394,0.026480148,6.11006838599141,-21.694731504632784,5.6115003,6.692166,4.5638256,-21.664972,227.99568505887206,-13.17043773063229,321.19359721030366,2.1283402
3095347406555949568,120.30777111063902,4.879919992218871,10.392506775778177,0.06358956,-31.027365589753167,11.864653319163308,5.643054,5.6361823,5.6219683,50.64907,216.5749839921576,17.73895093930414,96.22317517566606,0.014214039
3017175462715713920,84.1487292175595,-6.06474999548235,2.577682245683205,0.08671811,1.5529975745223108,0.1544616761433026,5.7230253,5.596659,5.93435,,209.80652635738957,-19.394934969867688,387.94541168706144,-0.33769083
883371800947871360,107.84601815040936,26.85644205827597,8.788293871900777,0.038559925,-19.209862073912962,-33.06071694865474,5.732291,5.7859855,5.603515,42.125446,190.51121689401643,15.962554642888055,113.78772883293614,0.18247032
3401862691139097600,79.81104149977917,20.134461631605774,9.10330587748778,0.037479017,-35.670326997703235,-29.18335024669672,5.8337345,6.3466406,5.159224,-51.761227,184.18223108726457,-9.798503163433999,109.8502031523484,1.1874166
3021090205146471424,90.53705742086318,-5.1370023708633425,3.067609114255731,0.033987515,17.28032375794776,-10.443554531251175,5.901864,6.8208504,4.950644,20.722076,211.91719780289952,-13.297046542118226,325.98677430994064,1.8702064
3066029135157977088,126.15192649580739,-4.7172496734137965,15.510001203843046,0.03393636,25.25703414771675,-56.34617690258981,5.9144077,6.141908,5.5317616,,228.37542993678727,18.254083725689227,64.4745275553055,0.6101465
2994131313904384256,90.64093793029397,-14.4971020582503,8.193232776521047,0.028910948,11.585649647987802,12.14862459004482,5.9561973,6.4155293,5.3201604,44.602436,220.71659492721946,-17.247966673386173,122.05194546231519,1.0953689
3086247401646980096,114.73655158035916,-0.26047745842810666,1.4885971129682887,0.021341113,-5.446589349625651,-8.08724521882603,5.960647,7.027544,4.9293942,18.21968,218.64449237817848,10.433598301385071,671.7734377476942,2.0981498
